330252,33025,120.5,fixed_sensor,LND712
330251,33025,334,fixed_sensor,LND7318
330262,33026,120.5,fixed_sensor,LND712
330261,33026,334,fixed_sensor,LND7318
330222,33022,120.5,fixed_sensor,LND712
330221,33022,334,fixed_sensor,LND7318
61377,6137,334,fixed_sensor,LND7318C
330332,33033,120.5,fixed_sensor,LND712
330331,33033,334,fixed_sensor,LND7318C
330291,33029,334,fixed_sensor,LND7318C
330292,33029,120.5,fixed_sensor,LND712
330342,33034,120.5,fixed_sensor,LND712
330341,33034,334,fixed_sensor,LND7318C
330322,33032,120.5,fixed_sensor,LND712
330321,33032,334,fixed_sensor,LND7318C
330302,33030,120.5,fixed_sensor,LND712
330301,33030,334,fixed_sensor,LND7318U
300022,30002,334,fixed_sensor,LND7318C
300021,30002,334,fixed_sensor,LND7318U
100292,10029,120.5,fixed_sensor,LND712
100291,10029,334,fixed_sensor,LND7318U
100362,10036,120.5,fixed_sensor,LND712
100361,10036,334,fixed_sensor,LND7318U
100352,10035,120.5,fixed_sensor,LND712
100351,10035,334,fixed_sensor,LND7318U
100332,10033,120.5,fixed_sensor,LND712
100331,10033,334,fixed_sensor,LND7318U
330141,33014,334,fixed_sensor,LND7318U
330142,33014,120.5,fixed_sensor,LND712
330132,33013,120.5,fixed_sensor,LND712
330131,33013,334,fixed_sensor,LND7318U
330112,33011,120.5,fixed_sensor,LND712
330111,33011,334,fixed_sensor,LND7318U
330102,33010,120.5,fixed_sensor,LND712
330101,33010,334,fixed_sensor,LND7318U
330092,33009,120.5,fixed_sensor,LND712
330091,33009,334,fixed_sensor,LND7318U
330072,33007,120.5,fixed_sensor,LND712
330071,33007,334,fixed_sensor,LND7318U
330062,33006,120.5,fixed_sensor,LND712
330061,33006,334,fixed_sensor,LND7318U
330032,33003,120.5,fixed_sensor,LND712
330022,33002,120.5,fixed_sensor,LND712
330012,33001,120.5,fixed_sensor,LND712
330082,33008,120.5,fixed_sensor,LND712
330081,33008,334,fixed_sensor,LND7318
330031,33003,334,fixed_sensor,LND7318U
330021,33002,334,fixed_sensor,LND7318U
330011,33001,334,fixed_sensor,LND7318U
300002,30000,334,fixed_sensor,LND7318C
300001,30000,334,fixed_sensor,LND7318U
300061,30006,334,fixed_sensor,LND7318U
300062,30006,334,fixed_sensor,LND7318C
300262,30026,334,fixed_sensor,LND7318C
300261,30026,334,fixed_sensor,LND7318U
300252,30025,334,fixed_sensor,LND7318C
300251,30025,334,fixed_sensor,LND7318U
300242,30024,334,fixed_sensor,LND7318C
300241,30024,334,fixed_sensor,LND7318U
300232,30023,334,fixed_sensor,LND7318C
300231,30023,334,fixed_sensor,LND7318U
300222,30022,334,fixed_sensor,LND7318C
300221,30022,334,fixed_sensor,"LND 73126"
300212,30021,334,fixed_sensor,LND7318C
300211,30021,334,fixed_sensor,LND7318U
300202,30020,334,fixed_sensor,LND7318C
300201,30020,334,fixed_sensor,LND7318U
300192,30019,334,fixed_sensor,LND7318C
300191,30019,334,fixed_sensor,LND7318U
300182,30018,334,fixed_sensor,LND7318C
300181,30018,334,fixed_sensor,LND7318U
300122,30012,334,fixed_sensor,LND7318C
300121,30012,334,fixed_sensor,LND7318U
300172,30017,334,fixed_sensor,LND7318C
300171,30017,334,fixed_sensor,LND7318U
300162,30016,334,fixed_sensor,LND7318C
300161,30016,334,fixed_sensor,LND7318U
300142,30014,334,fixed_sensor,LND7318C
300141,30014,334,fixed_sensor,LND7318U
300132,30013,334,fixed_sensor,LND7318C
300131,30013,334,fixed_sensor,LND7318U
300032,30003,334,fixed_sensor,LND7318U
300031,30003,334,fixed_sensor,LND7318U
300082,30008,334,fixed_sensor,LND7318C
300081,30008,334,fixed_sensor,LND7318U
300092,30009,334,fixed_sensor,LND7318C
300091,30009,334,fixed_sensor,LND7318U
300012,30001,334,fixed_sensor,LND7318C
300011,30001,334,fixed_sensor,LND7318U
300072,30007,334,fixed_sensor,LND7318C
300071,30007,334,fixed_sensor,LND7318U
200132,20013,120.5,fixed_sensor,"LND 7128"
200131,20013,334,fixed_sensor,"LND 73126"
201051,20105,960,fixed_sensor,LND78017
178,17,334,fixed_sensor,LND7318
200122,20012,120.5,fixed_sensor,"LND 7128"
200121,20012,334,fixed_sensor,"LND 73126"
100322,10032,120.5,fixed_sensor,"LND 7128"
76,7,334,fixed_sensor,LND7318
100412,10041,120.5,fixed_sensor,"LND 7128"
100402,10040,120.5,fixed_sensor,"LND 7128"
100422,10042,120.5,fixed_sensor,"LND 7128"
100411,10041,334,fixed_sensor,"LND 73126"
100401,10040,334,fixed_sensor,"LND 73126"
100421,10042,334,fixed_sensor,"LND 73126"
100321,10032,334,fixed_sensor,"LND 73126"
100302,10030,120.5,fixed_sensor,"LND 7128"
100301,10030,334,fixed_sensor,"LND 73126"
74,7,334,fixed_sensor,LND7318
200072,20007,120.5,fixed_sensor,LND7128
200071,20007,334,fixed_sensor,LND7317
200082,20008,120.5,fixed_sensor,LND7128
200081,20008,334,fixed_sensor,LND7318
200092,20009,120.5,fixed_sensor,LND7128
200091,20009,334,fixed_sensor,LND7317
157,15,334,fixed_sensor,LND7318
100032,10003,120.5,fixed_sensor,LND7128
100031,10003,334,fixed_sensor,LND7318
100162,10016,120.5,fixed_sensor,LND7128
100161,10016,334,fixed_sensor,LND7318
100222,10022,120.5,fixed_sensor,LND7128
100242,10024,120.5,fixed_sensor,LND7128
100241,10024,334,fixed_sensor,LND7318
100221,10022,334,fixed_sensor,LND7318
100202,10020,120.5,fixed_sensor,LND7128
100201,10020,334,fixed_sensor,LND7318
100182,10018,120.5,fixed_sensor,LND7128
100181,10018,334,fixed_sensor,LND7318
100172,10017,120.5,fixed_sensor,LND7128
100171,10017,334,fixed_sensor,LND7318
100132,10013,120.5,fixed_sensor,LND7128
100131,10013,334,fixed_sensor,LND7318
100112,10011,120.5,fixed_sensor,LND7128
100111,10011,334,fixed_sensor,LND7318
100072,10007,120.5,fixed_sensor,LND7128
100071,10007,334,fixed_sensor,LND7318
100232,10023,120.5,fixed_sensor,LND7128
100231,10023,334,fixed_sensor,LND7318
63,6,120.5,fixed_sensor,LND7128
100082,10008,120.5,fixed_sensor,LND7128
100081,10008,334,fixed_sensor,LND7317
100142,10014,120.5,fixed_sensor,LND7128
100141,10014,334,fixed_sensor,LND7317
200052,20005,120.5,fixed_sensor,LND7128
200051,20005,334,fixed_sensor,LND7318
100092,10009,120.5,fixed_sensor,LND7128
100091,10009,334,fixed_sensor,LND7138
100022,10002,334,fixed_sensor,LND7317
100021,10002,120.5,fixed_sensor,LND7128
200042,20004,120.5,fixed_sensor,LND71287
200041,20004,334,fixed_sensor,LND7318
100012,10001,120.5,fixed_sensor,LND7128
100011,10001,334,fixed_sensor,LND7317
100122,10012,120.5,fixed_sensor,LND712
106,10,120.5,fixed_sensor,LND7128
107,10,334,fixed_sensor,LND73126
101,10,334,fixed_sensor,LND7318
99,9,334,fixed_sensor,LND7317
75,7,334,fixed_sensor,LND7317
79,7,334,fixed_sensor,LND7317
54,5,120.5,fixed_sensor,LND712
40,4,334,fixed_sensor,LND7317
